CPT_drift_rate,CPT_boundary_separation,CPT_nondecision_time
0.38130065159701898,0.1205117229904706,0.37596670998740972
0.32171525832928238,0.093117505107196297,0.18739585231977715
0.34057537034795665,0.13492225951159884,0.40588171395618333
nan,nan,nan
0.38939368591454282,0.10598872735079033,0.20155923305313397
0.40757065582557539,0.11274412876527412,0.25695387491628718
0.12184699274527051,0.17066006358294383,0.082591227696632852
0.28669394285612432,0.078525961201528993,0.51199216643784096
0.36468680973288564,0.1260018110745568,0.27320161634923168
nan,nan,nan
0.30790860531158892,0.14923648676478352,0.30084117703786317
0.19410324481005026,0.13865008512084895,0.1604197938842144
0.36195378624233737,0.11402378639819928,0.28748884124072638
0.23141675961127703,0.11629421940032642,0.40286321693219762
0.22738228269986568,0.15030752175744017,0.20037708635967405
nan,nan,nan
0.23604792445607903,0.12691203398449719,0.31844238687708049
0.14914592554702436,0.083995789811738844,0.35901605070204473
0.34899093486195504,0.11825906373425095,0.39178207073458637
0.1524409417969686,0.30143607064922806,-0.27559058518756752
nan,nan,nan
0.27149400614875646,0.15201566249644,0.24559297133698499
0.31807584609823319,0.094182952204701631,0.2610490134198713
0.39165257005969334,0.11732643167474244,0.26237852895238933
0.45968643215497268,0.089781508266491714,0.31211166729479178
0.15481454563961841,0.093461436717499333,0.32314068480222169
0.40276268659893355,0.10247061751679419,0.25682873253216593
0.37907282967294553,0.10887443778052791,0.32428603486639085
0.48512093529114469,0.094721120360984512,0.33265956260493862
0.14628362545290582,0.31412400642298344,-0.37887440843866638
nan,nan,nan
0.2945942350095126,0.11601471903570303,0.21642934164168856
0.26536054053327035,0.092365092582985697,0.26358794019879678
0.17737352880663632,0.16889398554616281,0.031063817779442393
0.40123426154567476,0.11452461293890531,0.31097224505630383
0.31338031019360041,0.14663077738661409,0.34506212934635022
0.28125391881070144,0.1633797626559417,0.44202677988328631
0.33100500362683516,0.090504137044142355,0.39530897706574719
0.43103348573924488,0.10660702711423264,0.25964218425111785
0.33730732499363264,0.13622947115724013,0.26376867925749325
0.30366897081151834,0.13590898371415142,0.34157588389071725
0.36202885399976237,0.12692689544954353,0.41553990249537742
nan,nan,nan
0.2597880985162816,0.13155824920141401,0.27820671778305744
0.36692997713784647,0.11247743106312391,0.27659740982871073
0.33813835578498191,0.13589466475836806,0.28640688383389862
0.31552477588138783,0.14563420058848209,0.19466802446276429
0.320289634371906,0.14346764169079981,0.29551383221829874
nan,nan,nan
0.35060028868672211,0.11771622140731793,0.26661803082971136
0.24631162777841553,0.1216236621906045,0.17773461700126153
0.24388698313342899,0.18841185335506935,0.31920659863496975
0.077244605620336748,0.071640629466924496,0.40153431913376614
0.15714032943998271,0.15597556007153388,0.15557385614373065
nan,nan,nan
0.18533500782656798,0.1452096488987685,0.095996805610308378
nan,nan,nan
0.28326166482254034,0.12065616936050301,0.23471246149201863
0.25748888809022746,0.11634413598478272,0.30459556470925342
nan,nan,nan
nan,nan,nan
nan,nan,nan
-0.099230634018020597,0.092339499786704374,0.2939288298579017
0.35904442025266725,0.12798193178718401,0.21533875186922843
0.24430706011122885,0.16893224939846446,0.19523824694771313
0.20182873851896668,0.12143984585189949,0.40928002343933695
0.35596039475548708,0.11594363254054002,0.33564320370727729
0.50125926715978408,0.04889695313386333,0.28296780904172281
0.38422574408485954,0.11959427292096592,0.2683157189841866
0.39546027714100174,0.11619674884555334,0.27269163277925479
0.12761072058013026,0.2108947531429963,-0.021224402909777562
0.37843359071982513,0.10905834529649659,0.30464922286465801
0.26795861240652163,0.15402132753957823,0.3053927966897505
0.22443453803548366,0.1838903297583844,0.12566412701952162
-0.12392118895162481,0.086955177684348545,0.20602682454664281
0.27329434106836403,0.12505662309201307,0.28406522920863542
0.36228649439134375,0.12683663126483863,0.2559508247424862
nan,nan,nan
0.16560102686088052,0.14800663594204189,0.29768071602372315
0.31601142814890437,0.13060078697238994,0.34537518409545132
nan,nan,nan
0.41695729818665328,0.11020600598955239,0.42115474055158264
0.30590443787823668,0.13491579754375305,0.36814777177839048
0.34568348589627729,0.11939054913632546,0.45370357395295813
-0.030804715652179706,0.17964302063517637,-0.1059038694853528
0.30771571177759083,0.11106767089250527,0.41682058570271852
nan,nan,nan
0.37356841852392469,0.12300611139162186,0.2730727428533859
nan,nan,nan
0.31894008388736761,0.093927742933432076,0.27677396876026605
0.046819159678190447,0.1329647123384281,0.18508484600181241
0.50028744241205925,0.091849594064962403,0.28670578196390839
0.31700059291276494,0.13019326187781982,0.21450067432859105
0.19461022482609294,0.12594431210451171,0.39778112920902742
0.29691590291983655,0.1547616616337055,0.35543032677911168
nan,nan,nan
0.34456114226850132,0.08694341449331365,0.32039577408769437
0.21996036623951529,0.1361941822642691,0.19789656768395197
0.1752685400199156,0.1709224154382521,0.0060867161416126581
nan,nan,nan
-0.12803190940736517,0.084163307834916878,0.43743475182150054
0.083737738248303648,0.091412527545087843,0.25823006657294634
nan,nan,nan
nan,nan,nan
0.55276222690881383,0.083130134919523396,0.27297536877515571
0.1391850101276173,0.29652145134504421,-0.27464005136594771
0.37826185365434228,0.12147986390225947,0.30530178143979358
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
0.19337840909671111,0.15491554796873871,0.16696101262946533
0.24178056903979411,0.14135655127249416,0.24790287125031035
0.043720924720885082,0.15853900620469619,0.39564022495105311
0.2165580825965393,0.066814360779147527,0.29950305403929173
0.41942249501287832,0.098400399833701177,0.35516932903284187
0.39036789000010463,0.1177125467500249,0.43416079520558393
nan,nan,nan
0.43134528190223903,0.10652996666313452,0.36315065997487495
nan,nan,nan
0.063568626985529217,0.16951111759260151,0.067026449478838623
0.46831968097323734,0.098119298351614287,0.33292171499501483
nan,nan,nan
0.10752299419265787,0.078099635207614745,0.50425736630768947
0.26317189506340122,0.15682275342727234,0.388927936112762
nan,nan,nan
nan,nan,nan
0.39757649220041946,0.10380729750920677,0.42534435371304685
0.35928603052360142,0.1148704310834725,0.40804892679669075
nan,nan,nan
0.17039802539049934,0.11314049044464931,0.34054799937493774
0.38590856846099525,0.10694590527778645,0.25375173163206743
0.3437326221264293,0.12006815341878033,0.28489113814914402
0.35606924127034523,0.12905130007131813,0.27857441890425771
nan,nan,nan
0.31712401896808029,0.065571871840434143,0.27478927444781354
0.28798530597405547,0.1433105799232475,0.24491646390619656
-0.07743932099991209,0.10843982765404919,0.11607540090213503
0.27434094828646305,0.15043813716580434,0.23835651855501488
0.24090614311776881,0.19074315792305177,0.1960308674046361
0.11891051841759999,0.2519316424585189,-0.31389856885160639
nan,nan,nan
0.15155597605868629,0.11003900040225829,0.39810590453690509
0.31442071466368415,0.10869915947085013,0.3782187670401046
nan,nan,nan
nan,nan,nan
0.22420691503795448,0.20494996103740656,0.1107523781328219
0.36978250034015225,0.12426547621663196,0.29700207824812935
nan,nan,nan
0.3728369745090826,0.12324742888456866,0.36610572808847996
0.36018307035521435,0.11458434503269062,0.28006895119897196
0.44580308935915824,0.10307510108869081,0.32612270215542705
0.22563950356466461,0.11927180741839286,0.27908247245542128
nan,nan,nan
0.3823985324471364,0.12016572921262006,0.2627713564697095
0.28060579262802443,0.12179815350238477,0.39275234647859092
0.0098380651011284927,0.096878973204461705,0.37753907436264988
0.37444115442330755,0.091275403358918455,0.29393970994662416
0.081088695227218802,0.16612348020888293,0.23526537901619327
nan,nan,nan
0.17372212223727038,0.11097559663213002,0.30881337194485403
0.39052848986401612,0.10568074360691748,0.24982394296961724
0.33574227225583275,0.13686450083453142,0.43041938776011179
0.35038449548156742,0.085498424150779476,0.34615855478150193
0.31975487820356863,0.12907181100843376,0.23474464117288502
nan,nan,nan
0.22024975487307513,0.1221905169912923,0.29783341556888016
0.28535890870084901,0.11976940744469838,0.49183043233779822
nan,nan,nan
0.12798905871737515,0.12136572401502799,0.25562402203752577
nan,nan,nan
0.31231572580846884,0.13214621550573433,0.35740745463789403
0.3254375369371208,0.14119821251665976,0.23265275389150569
nan,nan,nan
nan,nan,nan
0.443528388448586,0.077057677240716951,0.27822988590012604
0.60393547274302606,0.068337335810173011,0.4017193992567446
nan,nan,nan
0.26817340108234672,0.05395460475143328,0.26960098340362743
0.23033793037092187,0.13005813746046305,0.27820373210628929
-0.081571224998293168,0.093840423560472258,0.36818618672007875
nan,nan,nan
nan,nan,nan
0.21063442229590221,0.16225869936944004,0.17958839684122735
nan,nan,nan
0.1665435301733291,0.13517737620911011,0.36502492154983374
0.18316436674836609,0.1338145149591182,0.29769646277872652
nan,nan,nan
0.37399778366917569,0.11035183364889359,0.19898676466536419
0.45455801017329345,0.090794442700023431,0.35579938454194704
nan,nan,nan
0.33419348872714993,0.10226790334646607,0.32312437268287064
nan,nan,nan
0.29481259793287501,0.091286571889556967,0.27838395333905286
0.27565901134901749,0.10867528713802993,0.28925419009364817
-0.12072023982871068,0.096350935100532387,0.1717148906505985
0.32135072898169403,0.083747846163061079,0.31140747334913649
nan,nan,nan
0.18779777693540955,0.1819897336480254,0.18847777398882709
0.24777877319643796,0.12090350526834633,0.31107916603811625
0.26053904333291439,0.15840751036987427,0.23065121978016573
0.40250243869802022,0.11416377662203694,0.33426885313850835
0.26739857224404529,0.10064538187056743,0.27488584610251698
0.17910852569535923,0.16725793534526387,0.21964142820183652
0.29468221964531655,0.14005372043888667,0.30315880279287966
0.38761953916252256,0.10647384107025462,0.32026687113680408
0.28511187093363127,0.14475490295569965,0.22136927603675532
0.25993543298601124,0.11524909038527319,0.21098077326950729
0.34114279914034462,0.13469784095440271,0.30236027059335535
0.41999943482783747,0.098265230345924992,0.33306449199339794
-0.025645416366672592,0.087011092400977805,0.39287186439320299
0.33214088580944245,0.090194623698713172,0.29865354749452405
nan,nan,nan
0.47512785410430808,0.086863653334572077,0.33282444471368805
0.3830998596518197,0.11994574611201539,0.23000127382208618
0.32287624648939883,0.14231829997086712,0.31576642194507309
0.076555723730168349,0.14075484469488364,0.14314766011070029
0.48041335498197352,0.095649294560244097,0.33669202445979418
0.32296226988809251,0.10582433488595744,0.21548492108698908
0.43575441390453951,0.094712388197534247,0.22610703808814892
0.29365357005219128,0.11638635075368611,0.24604907219714542
0.26844002157195335,0.11159782373400713,0.23526625856344607
0.23741685406255911,0.17383492579528834,0.14070749908066399
0.16784016311623351,0.20362985098207906,0.10981375073415778
0.51682490625039668,0.088910572895422701,0.27653751019449124
0.24312266574403921,0.12321896076147482,0.3893084920192168
0.29523120986562512,0.13979328685236384,0.2655137284726361
0.22500409945905606,0.09241794073659676,0.23604597544374947
0.43102479983914432,0.10660917543142433,0.28822063377663798
nan,nan,nan
0.22393860224783391,0.20519552252314002,0.076178395093827789
0.16113950870601632,0.15210454028963749,0.21714975670370978
0.17603856183182742,0.15287804635018742,0.18652123231899898
0.23763953904258739,0.12606202794043994,0.21320466525690043
0.40863368206379369,0.083637910687036576,0.25074252143519055
0.36632279303778281,0.12543909190113228,0.33971039968098499
nan,nan,nan
0.41819979461909701,0.098688095354294347,0.38466329226797741
0.74121732255489059,0.055680486616608217,0.39363222362678563
0.64017280072882787,0.071779367147481274,0.26589208922609536
0.28910894103193757,0.10361949410354131,0.31377887557174694
0.20260385286069385,0.20370462173240639,0.17232603821567744
0.39100240115242013,0.087409354273616152,0.3876845418739206
nan,nan,nan
0.15651406738686549,0.13285972230150739,0.37444037342135494
0.24756722875035689,0.18561099032894374,0.31379419318645496
nan,nan,nan
0.1626257780862061,0.21015897852337706,0.15651842278067363
0.36322775001232266,0.11362386603753601,0.24564011557288795
nan,nan,nan
0.38425627265996587,0.11958477133829069,0.21142328660536067
0.29520235137906597,0.15566000164524599,0.45295666204920287
nan,nan,nan
0.17132057669812187,0.14306542370222677,0.19607188960788247
0.45717016788517323,0.090275665622350551,0.2714921835463836
0.18396709518919971,0.16284065462756003,0.4531150956290691
0.28311196554969575,0.16230751113654326,0.24616733461579937
0.23175122216882912,0.12926500205775066,0.20383995266648475
0.65889652177473601,0.069739628276647245,0.30880356448503482
nan,nan,nan
0.24174446113369383,0.17072300649606673,0.23519429153933474
0.4343901728824448,0.10578323675333526,0.27575792177997777
nan,nan,nan
0.26860569908405574,0.17107305860612518,0.20183915336999542
0.30913056824183033,0.14864656951491981,0.3352150326922444
0.25588530985708369,0.13356478894101054,0.26633486452867816
0.15578265924266257,0.19230203384752484,-0.045030425965224219
0.14418868314044103,0.18664732092000247,-0.027600161351959307
0.3400652641717008,0.10050208299695725,0.25088605739638647
-0.12477147375591052,0.093222494236234132,0.15981893409140963
nan,nan,nan
0.19550734993507229,0.23503565731214821,0.34451355060460898
0.29627938770322121,0.13929872586970737,0.23813284446334398
0.27490796519353483,0.12432257966809264,0.19248988803219028
0.23110577030149795,0.09741391313623754,0.31678790097703202
0.57623633986996114,0.079743666481908559,0.27644032908449845
-0.13099163697284941,0.082261656187850515,0.18816077870432113
0.20697211347650124,0.19940532333212868,0.10507244432995821
0.21583211923684781,0.158351164437492,0.32899806425872657
0.45647652220779156,0.10066497676397157,0.25119222218532289
0.38038860610300101,0.10849783759648252,0.32057964333690842
0.29011636321593814,0.11780537652310151,0.22510962104030471
0.2264117340218883,0.20295413883850899,0.17935023202805422
nan,nan,nan
0.2374790510385324,0.1133254967015164,0.24187932185001604
0.015879901362704615,0.10016730726121248,0.23187212864508033
0.38626504673431522,0.1068472064905822,0.28183258801293565
0.43964390408020793,0.10451913031179577,0.3127594189241017
0.39897626484431059,0.11517276226764284,0.30213468433623286
0.21574709094464853,0.13885388711093069,0.23018292588488765
0.23838078647595032,0.12567003680710756,0.26401294960565191
0.32767234412684576,0.091424628130786334,0.31169679868181388
0.32482893485692654,0.127055618449428,0.39338554920362345
0.28054819884151111,0.10678137423175399,0.31081618375473652
0.32537574778322642,0.12684209407030475,0.29199876339994246
0.10351313999664731,0.11236745396220751,0.23629241293679049
0.28521227907326852,0.1050351769842425,0.29460158669906589
nan,nan,nan
0.47298558481577291,0.097151372000573361,0.56477052934059824
nan,nan,nan
0.2452809296989234,0.16826151653606078,0.22597459568066042
0.42919699776153081,0.10706318716347862,0.26535283748462191
0.37277607749673014,0.1232675626878148,0.19688613617131759
0.21963193592963864,0.12253423574870333,0.36526908269626135
0.27776297547379508,0.16543313025418341,0.18324373959746781
nan,nan,nan
0.179266295673293,0.10754345143950597,0.36758808493590522
0.31109115201020376,0.14770975710629883,0.52550887357065679
0.17848066335705295,0.23123704513553878,0.014044599201985197
nan,nan,nan
0.2391538649935083,0.074920783429948942,0.36231628501868918
0.31791198296878431,0.094231497443999862,0.28966089163875619
inf,0.0,nan
0.17249439534057057,0.17367127871831778,0.062896211106637123
0.11552011069037547,0.12525256229217849,0.42939912443602418
0.34284745020499291,0.13402811796870906,0.31386273312824381
0.38941548920557029,0.076928943611499809,0.53452113255953804
0.218972736978714,0.12290311472775975,0.28409152611055322
0.32183522312264728,0.10619492506928602,0.28224175576535426
0.3323750660279351,0.090131075620522347,0.26332659341448061
0.049399537567960949,0.12601931930988489,0.29032204419707502
nan,nan,nan
0.23981678852488866,0.17209529600648679,0.11500155715592913
0.4047991954341944,0.10195509693206635,0.32324676049479661
0.34228299372521154,0.13424914279625594,0.22706376470320358
0.28223155599611655,0.079767541776027212,0.30405606232983956
0.37905388646448368,0.12122603181817369,0.26054205500318545
nan,nan,nan
0.38001096944563212,0.10860565753857908,0.27222172446072612
0.29165782172054433,0.14150603253171254,0.28111211742162534
nan,nan,nan
0.5149618658598919,0.066368540410456797,0.27331786334944541
0.18237153667086622,0.1475692528912364,0.29060982633896587
nan,nan,nan
0.23697695712071939,0.17415761308594893,0.17370844840049993
0.22330874629320802,0.10081520678045258,0.30126575728579064
