,g2acck,g2acck_conv,g2avrtk,g2avrtk_conv,g2sdrtk,g2sdrtk_conv,wmacck,wmacck_conv,wmrtk,wmrtk_conv,wmsdk,wmsdk_conv
251,95.833333,0.95833333,302.99187,0.30299187,107.170807,0.011485582,100,1,711.333333,0.711333333,164.001848,0.026896606
252,,0,,0,,0,,0,,0,,0
253,95.833333,0.95833333,248.722222,0.248722222,84.703968,0.007174762,92.063492,0.92063492,547.333333,0.547333333,262.153581,0.0687245
254,98.809524,0.98809524,283.809524,0.283809524,41.874233,0.001753451,98.412698,0.98412698,367.090909,0.367090909,62.96738,0.003964891
255,97.02381,0.9702381,286.288,0.286288,98.355659,0.009673836,95.238095,0.95238095,853.545455,0.853545455,287.721172,0.082783473
256,97.619048,0.97619048,282.293651,0.282293651,78.857651,0.006218529,100,1,527.083333,0.527083333,178.308445,0.031793902
257,97.02381,0.9702381,327.776,0.327776,222.258127,0.049398675,95.238095,0.95238095,456.166667,0.456166667,181.304281,0.032871242
258,94.642857,0.94642857,286.233871,0.286233871,110.978289,0.012316181,100,1,360.666667,0.360666667,32.919553,0.001083697
259,,0,,0,,0,,0,,0,,0
260,95.238095,0.95238095,239.032,0.239032,181.632114,0.032990225,98.412698,0.98412698,577.090909,0.577090909,225.194784,0.050712691
261,96.428571,0.96428571,272.387097,0.272387097,59.629849,0.003555719,100,1,395.083333,0.395083333,75.740536,0.005736629
262,,0,,0,,0,,0,,0,,0
263,98.809524,0.98809524,316.222222,0.316222222,86.339135,0.007454446,100,1,513.916667,0.513916667,198.087886,0.039238811
264,97.02381,0.9702381,302.666667,0.302666667,68.629556,0.004710016,100,1,570.833333,0.570833333,149.556212,0.022367061
265,98.214286,0.98214286,298.007937,0.298007937,62.441588,0.003898952,96.825397,0.96825397,510.75,0.51075,170.157213,0.028953477
266,97.02381,0.9702381,267.579365,0.267579365,60.986209,0.003719318,95.238095,0.95238095,513.4,0.5134,401.248939,0.161000711
267,94.642857,0.94642857,333.876033,0.333876033,125.016904,0.015629226,93.650794,0.93650794,537.444444,0.537444444,414.905746,0.172146778
268,96.428571,0.96428571,273.238095,0.273238095,61.716309,0.003808903,96.825397,0.96825397,389.272727,0.389272727,96.342193,0.009281818
269,95.833333,0.95833333,279.642857,0.279642857,122.015374,0.014887751,23.809524,0.23809524,355.5,0.3555,156.299037,0.024429389
270,,0,,0,,0,,0,,0,,0
271,95.833333,0.95833333,363.764228,0.363764228,197.402895,0.038967903,100,1,933.583333,0.933583333,373.905787,0.139805538
272,98.214286,0.98214286,269.119048,0.269119048,44.894829,0.002015546,98.412698,0.98412698,465.75,0.46575,149.923086,0.022476932
273,94.642857,0.94642857,262.790323,0.262790323,128.923893,0.01662137,96.825397,0.96825397,404.25,0.40425,147.423401,0.021733659
274,94.642857,0.94642857,252.368,0.252368,75.063257,0.005634493,90.47619,0.9047619,487.4,0.4874,128.973899,0.016634267
275,98.809524,0.98809524,319.325397,0.319325397,57.633716,0.003321645,100,1,344.25,0.34425,43.04147,0.001852568
276,97.02381,0.9702381,258.587302,0.258587302,71.733314,0.005145668,25.396825,0.25396825,342.666667,0.342666667,123.787452,0.015323333
277,89.880952,0.89880952,149.813008,0.149813008,155.965073,0.024325104,98.412698,0.98412698,571.5,0.5715,307.218755,0.094383363
278,85.119048,0.85119048,159.109244,0.159109244,166.646932,0.0277712,96.825397,0.96825397,672.545455,0.672545455,239.171221,0.057202873
279,98.214286,0.98214286,258.087302,0.258087302,45.239986,0.002046656,100,1,359.25,0.35925,68.588529,0.004704386
280,98.809524,0.98809524,277.666667,0.277666667,55.948977,0.003130288,98.412698,0.98412698,458.666667,0.458666667,90.952868,0.008272424
281,98.809524,0.98809524,274.269841,0.274269841,55.943316,0.003129655,96.825397,0.96825397,415.25,0.41525,132.372151,0.017522386
282,97.02381,0.9702381,385.145161,0.385145161,104.263401,0.010870857,100,1,618.583333,0.618583333,278.798545,0.077728629
283,,0,,0,,0,,0,,0,,0
284,95.238095,0.95238095,264.177419,0.264177419,78.043562,0.006090798,93.650794,0.93650794,450.181818,0.450181818,152.954123,0.023394964
285,92.261905,0.92261905,247.754098,0.247754098,152.228097,0.023173394,53.968254,0.53968254,482.181818,0.482181818,204.29088,0.041734764
286,98.214286,0.98214286,262.793651,0.262793651,79.890256,0.006382453,98.412698,0.98412698,415.75,0.41575,88.206498,0.007780386
287,96.428571,0.96428571,237.379032,0.237379032,91.871206,0.008440318,100,1,429.25,0.42925,73.941162,0.005467295
288,99.404762,0.99404762,300.277778,0.300277778,64.521084,0.00416297,100,1,443.583333,0.443583333,89.78303,0.008060992
289,94.642857,0.94642857,292.487805,0.292487805,143.492638,0.020590137,95.238095,0.95238095,521.333333,0.521333333,209.200263,0.04376475
290,95.833333,0.95833333,241.134921,0.241134921,61.796745,0.003818838,95.238095,0.95238095,502.5,0.5025,171.360067,0.029364273
291,100,1,439.31746,0.43931746,179.070161,0.032066123,95.238095,0.95238095,437.916667,0.437916667,90.692746,0.008225174
292,95.238095,0.95238095,302.373016,0.302373016,142.093306,0.020190508,98.412698,0.98412698,582.75,0.58275,124.72743,0.015556932
293,98.214286,0.98214286,326.150794,0.326150794,138.514176,0.019186177,95.238095,0.95238095,483,0.483,123.719216,0.015306444
294,99.404762,0.99404762,290.365079,0.290365079,38.815379,0.001506634,98.412698,0.98412698,480.727273,0.480727273,124.30856,0.015452618
295,79.761905,0.79761905,153.954545,0.153954545,171.052242,0.029258869,76.190476,0.76190476,520.6,0.5206,227.08892,0.051569378
296,96.428571,0.96428571,321.579365,0.321579365,107.052238,0.011460182,95.238095,0.95238095,461.2,0.4612,119.705936,0.014329511
297,,0,,0,,0,,0,,0,,0
298,98.809524,0.98809524,338.333333,0.338333333,72.426294,0.005245568,100,1,665.416667,0.665416667,63.884069,0.004081174
299,,0,,0,,0,,0,,0,,0
300,98.214286,0.98214286,282.142857,0.282142857,69.270567,0.004798411,98.412698,0.98412698,558.083333,0.558083333,218.747866,0.047850629
301,95.833333,0.95833333,313.008065,0.313008065,114.176621,0.013036301,100,1,387.583333,0.387583333,77.584509,0.006019356
302,97.619048,0.97619048,311.15873,0.31115873,62.188798,0.003867447,100,1,358.916667,0.358916667,102.847158,0.010577538
303,93.452381,0.93452381,302.967742,0.302967742,125.441784,0.015735641,93.650794,0.93650794,608.8,0.6088,178.821947,0.031977289
304,98.809524,0.98809524,324.373016,0.324373016,59.654034,0.003558604,100,1,475.083333,0.475083333,185.242082,0.034314629
305,,0,,0,,0,,0,,0,,0
306,96.428571,0.96428571,297.238095,0.297238095,63.425475,0.004022791,87.301587,0.87301587,591.363636,0.591363636,172.440873,0.029735855
307,97.619048,0.97619048,326.232,0.326232,82.95414,0.006881389,100,1,758.166667,0.758166667,147.677064,0.021808515
308,98.809524,0.98809524,342.849206,0.342849206,82.360094,0.006783185,98.412698,0.98412698,641.272727,0.641272727,413.132204,0.170678218
309,,0,,0,,0,,0,,0,,0
310,92.261905,0.92261905,368.282051,0.368282051,194.050289,0.037655515,85.714286,0.85714286,474.2,0.4742,86.860233,0.0075447
311,95.238095,0.95238095,276.824,0.276824,91.788771,0.008425178,95.238095,0.95238095,423.75,0.42375,96.347029,0.00928275
312,94.047619,0.94047619,308.387097,0.308387097,131.753139,0.01735889,76.190476,0.76190476,,0,,0
313,97.02381,0.9702381,353.936508,0.353936508,72.99915,0.005328876,95.238095,0.95238095,518.363636,0.518363636,327.266947,0.107103655
314,87.5,0.875,193.661017,0.193661017,171.129542,0.02928532,80.952381,0.80952381,765,0.765,264.974632,0.070211556
315,99.404762,0.99404762,284.555556,0.284555556,46.347998,0.002148137,100,1,505.416667,0.505416667,121.586825,0.014783356
316,99.404762,0.99404762,334.357143,0.334357143,56.93905,0.003242055,95.238095,0.95238095,623.888889,0.623888889,64.213403,0.004123361
317,92.857143,0.92857143,293.943089,0.293943089,118.560512,0.014056595,93.650794,0.93650794,529.090909,0.529090909,179.900225,0.032364091
318,97.02381,0.9702381,271.024,0.271024,80.845179,0.006535943,96.825397,0.96825397,436.75,0.43675,107.56573,0.011570386
319,93.452381,0.93452381,235.504,0.235504,69.168987,0.004784349,95.238095,0.95238095,386,0.386,88.144509,0.007769454
320,95.238095,0.95238095,234.706349,0.234706349,55.574248,0.003088497,65.079365,0.65079365,675,0.675,312.08083,0.097394444
321,,0,,0,,0,,0,,0,,0
322,93.452381,0.93452381,260.992,0.260992,92.360924,0.00853054,98.412698,0.98412698,462.416667,0.462416667,228.829614,0.052362992
323,95.238095,0.95238095,298.112903,0.298112903,82.398221,0.006789467,98.412698,0.98412698,445.181818,0.445181818,80.314156,0.006450364
324,97.02381,0.9702381,274.016,0.274016,74.828404,0.00559929,100,1,419.25,0.41925,121.98817,0.014881114
325,95.238095,0.95238095,280.975207,0.280975207,137.344971,0.018863641,90.47619,0.9047619,418.454545,0.418454545,86.47932,0.007478673
326,97.619048,0.97619048,269.761905,0.269761905,75.243544,0.005661591,100,1,417.25,0.41725,99.468702,0.009894023
327,,0,,0,,0,,0,,0,,0
328,95.833333,0.95833333,272.524194,0.272524194,83.902233,0.007039585,98.412698,0.98412698,410.583333,0.410583333,91.133726,0.008305356
329,97.619048,0.97619048,299.690476,0.299690476,109.834163,0.012063543,98.412698,0.98412698,516,0.516,154.712049,0.023935818
330,,0,,0,,0,,0,,0,,0
331,95.833333,0.95833333,282.92562,0.28292562,95.178531,0.009058953,96.825397,0.96825397,333.666667,0.333666667,42.013706,0.001765151
332,97.619048,0.97619048,311.8,0.3118,81.323032,0.006613436,93.650794,0.93650794,643.818182,0.643818182,259.356827,0.067265964
333,,0,,0,,0,,0,,0,,0
334,92.261905,0.92261905,232.495868,0.232495868,165.631777,0.027433886,98.412698,0.98412698,529.5,0.5295,234.346868,0.054918455
335,89.285714,0.89285714,317.760684,0.317760684,250.878616,0.06294008,90.47619,0.9047619,484,0.484,138.137613,0.019082
336,92.857143,0.92857143,292.588235,0.292588235,112.383379,0.012630024,98.412698,0.98412698,608.833333,0.608833333,189.911862,0.036066515
337,99.404762,0.99404762,295.047619,0.295047619,67.987394,0.004622286,80.952381,0.80952381,461.583333,0.461583333,78.998801,0.006240811
338,95.238095,0.95238095,286.793651,0.286793651,90.027224,0.008104901,90.47619,0.9047619,589.777778,0.589777778,146.459702,0.021450444
339,94.047619,0.94047619,229.696,0.229696,64.483834,0.004158165,93.650794,0.93650794,492.090909,0.492090909,171.114847,0.029280291
340,98.809524,0.98809524,348.5,0.3485,54.862701,0.003009916,98.412698,0.98412698,404.916667,0.404916667,68.250153,0.004658083
341,98.214286,0.98214286,344,0.344,125.547059,0.015762064,92.063492,0.92063492,507.285714,0.507285714,206.285978,0.042553905
342,98.809524,0.98809524,279.650794,0.279650794,84.201123,0.007089829,100,1,470.5,0.4705,197.178507,0.038879364
343,92.857143,0.92857143,349.165289,0.349165289,121.327061,0.014720256,96.825397,0.96825397,446.25,0.44625,111.321096,0.012392386
344,99.404762,0.99404762,290.555556,0.290555556,61.564867,0.003790233,100,1,420.5,0.4205,54.083269,0.002925
345,98.214286,0.98214286,259.801587,0.259801587,62.259074,0.003876192,98.412698,0.98412698,383.090909,0.383090909,115.000395,0.013225091
346,98.214286,0.98214286,280.261905,0.280261905,56.831847,0.003229859,100,1,399.083333,0.399083333,39.218406,0.001538083
347,98.809524,0.98809524,273.285714,0.273285714,72.412248,0.005243534,82.539683,0.82539683,549.5,0.5495,126.457063,0.015991389
348,98.809524,0.98809524,286.619048,0.286619048,81.227272,0.00659787,98.412698,0.98412698,444,0.444,99.796156,0.009959273
349,95.833333,0.95833333,304.055556,0.304055556,103.577473,0.010728293,96.825397,0.96825397,663.636364,0.663636364,343.720314,0.118143654
350,,0,,0,,0,,0,,0,,0
351,,0,,0,,0,95.238095,0.95238095,441.181818,0.441181818,147.973523,0.021896164
352,95.238095,0.95238095,223.081301,0.223081301,111.752771,0.012488682,96.825397,0.96825397,646.25,0.64625,199.345805,0.03973875
353,96.428571,0.96428571,256.829268,0.256829268,104.238512,0.010865667,88.888889,0.88888889,528.083333,0.528083333,206.989002,0.042844447
354,,0,,0,,0,,0,,0,,0
355,97.619048,0.97619048,278.52,0.27852,93.377451,0.008719348,100,1,364.666667,0.364666667,67.830448,0.00460097
356,100,1,325.134921,0.325134921,61.021616,0.003723638,100,1,487.5,0.4875,86.306536,0.007448818
357,95.238095,0.95238095,252.769841,0.252769841,93.785642,0.008795747,100,1,504.5,0.5045,80.944987,0.006552091
358,94.642857,0.94642857,308.05,0.30805,228.294438,0.05211835,95.238095,0.95238095,625.416667,0.625416667,258.08401,0.066607356
359,93.452381,0.93452381,309.508197,0.309508197,144.08969,0.020761839,93.650794,0.93650794,417.636364,0.417636364,72.816582,0.005302255
360,,0,,0,,0,,0,,0,,0
361,,0,,0,,0,,0,,0,,0
362,97.02381,0.9702381,313.722222,0.313722222,90.992364,0.00827961,95.238095,0.95238095,521.2,0.5212,114.641276,0.013142622
363,,0,,0,,0,,0,,0,,0
364,98.214286,0.98214286,334.674603,0.334674603,98.558476,0.009713773,100,1,580.083333,0.580083333,129.859685,0.016863538
365,,0,,0,,0,,0,,0,,0
366,99.404762,0.99404762,282.634921,0.282634921,77.696497,0.006036746,96.825397,0.96825397,563.272727,0.563272727,222.289942,0.049412818
367,95.238095,0.95238095,246.456,0.246456,85.469623,0.007305056,100,1,501.083333,0.501083333,140.602249,0.019768992
368,97.619048,0.97619048,328.428571,0.328428571,70.101918,0.004914279,100,1,485.166667,0.485166667,188.131402,0.035393424
369,98.214286,0.98214286,312.793651,0.312793651,93.122828,0.008671861,92.063492,0.92063492,664.125,0.664125,289.500771,0.083810696
370,94.642857,0.94642857,319.173554,0.319173554,130.33749,0.016987861,90.47619,0.9047619,718.857143,0.718857143,239.579791,0.057398476
371,,0,,0,,0,,0,,0,,0
372,99.404762,0.99404762,288.896825,0.288896825,63.321128,0.004009565,100,1,423.166667,0.423166667,88.123708,0.007765788
373,95.833333,0.95833333,242.801587,0.242801587,56.838018,0.00323056,100,1,448.583333,0.448583333,134.586544,0.018113538
374,,0,,0,,0,,0,,0,,0
375,98.809524,0.98809524,299.007937,0.299007937,84.495065,0.007139416,100,1,465.416667,0.465416667,79.386807,0.006302265
376,95.238095,0.95238095,236.769841,0.236769841,105.047583,0.011034995,100,1,413.333333,0.413333333,93.696156,0.00877897
377,92.261905,0.92261905,204.172131,0.204172131,102.366114,0.010478821,96.825397,0.96825397,432.166667,0.432166667,94.709924,0.00896997
378,97.02381,0.9702381,265.5,0.2655,63.167808,0.003990172,96.825397,0.96825397,516.833333,0.516833333,112.327309,0.012617424
379,98.809524,0.98809524,246.134921,0.246134921,50.560594,0.002556374,98.412698,0.98412698,527.833333,0.527833333,95.310815,0.009084151
380,95.833333,0.95833333,338.666667,0.338666667,176.046085,0.030992224,96.825397,0.96825397,715.666667,0.715666667,346.230174,0.119875333
381,95.238095,0.95238095,247.112,0.247112,79.697838,0.006351745,95.238095,0.95238095,442.416667,0.442416667,184.985237,0.034219538
382,95.833333,0.95833333,290.031746,0.290031746,89.890684,0.008080335,22.222222,0.22222222,214.8,0.2148,49.488046,0.002449067
383,,0,,0,,0,,0,,0,,0
384,88.690476,0.88690476,262.40678,0.26240678,134.271777,0.01802891,93.650794,0.93650794,394.666667,0.394666667,143.67092,0.020641333
385,,0,,0,,0,,0,,0,,0
386,,0,,0,,0,,0,,0,,0
387,87.5,0.875,304.133929,0.304133929,176.381369,0.031110387,90.47619,0.9047619,1275.111111,1.275111111,352.670329,0.124376361
388,98.809524,0.98809524,300.15873,0.30015873,54.127318,0.002929767,95.238095,0.95238095,458.888889,0.458888889,150.246002,0.022573861
389,97.619048,0.97619048,370.968,0.370968,84.94865,0.007216273,93.650794,0.93650794,771.3,0.7713,338.765422,0.114762011
390,99.404762,0.99404762,360.436508,0.360436508,91.907127,0.00844692,100,1,449.75,0.44975,69.066667,0.004770204
391,,0,,0,,0,,0,,0,,0
392,93.452381,0.93452381,188.448,0.188448,166.319429,0.027662152,100,1,623.583333,0.623583333,272.199278,0.074092447
393,95.238095,0.95238095,281.388889,0.281388889,112.262761,0.012602928,95.238095,0.95238095,500.363636,0.500363636,164.103183,0.026929855
394,,0,,0,,0,,0,,0,,0
395,98.214286,0.98214286,279.992063,0.279992063,71.236339,0.005074616,100,1,404,0.404,111.118283,0.012347273
396,98.214286,0.98214286,314.944444,0.314944444,63.89683,0.004082805,98.412698,0.98412698,467.916667,0.467916667,146.014606,0.021320265
397,97.619048,0.97619048,260.079365,0.260079365,69.099419,0.00477473,98.412698,0.98412698,437.545455,0.437545455,149.100881,0.022231073
398,,0,,0,,0,,0,,0,,0
399,97.02381,0.9702381,299.870968,0.299870968,125.821009,0.015830926,100,1,811.416667,0.811416667,239.220879,0.057226629
400,95.833333,0.95833333,237.674603,0.237674603,82.043679,0.006731165,100,1,361.333333,0.361333333,27.887219,0.000777697
401,,0,,0,,0,,0,,0,,0
402,98.214286,0.98214286,292.632,0.292632,70.681879,0.004995928,88.888889,0.88888889,671.666667,0.671666667,262.375685,0.068841
403,91.071429,0.91071429,304.508065,0.304508065,132.540192,0.017566902,96.825397,0.96825397,645.454545,0.645454545,186.074912,0.034623873
404,33.928571,0.33928571,428.190476,0.428190476,307.258298,0.094407662,98.412698,0.98412698,448.083333,0.448083333,166.977112,0.027881356
405,98.809524,0.98809524,275.468254,0.275468254,57.264954,0.003279275,100,1,410.25,0.41025,108.283403,0.011725295
406,98.214286,0.98214286,278.34127,0.27834127,58.12678,0.003378723,98.412698,0.98412698,346,0.346,47.82544,0.002287273
407,99.404762,0.99404762,294.547619,0.294547619,74.478626,0.005547066,100,1,630.666667,0.630666667,87.814198,0.007711333
408,99.404762,0.99404762,281.515873,0.281515873,71.405292,0.005098716,100,1,413.166667,0.413166667,69.662607,0.004852879
409,97.02381,0.9702381,275.408,0.275408,102.34974,0.010475469,98.412698,0.98412698,404,0.404,31.464265,0.00099
410,95.833333,0.95833333,265.404762,0.265404762,56.07897,0.003144851,,0,,0,,0
411,99.404762,0.99404762,318.571429,0.318571429,76.544934,0.005859127,71.428571,0.71428571,404.272727,0.404272727,113.824506,0.012956018
412,95.833333,0.95833333,238.152,0.238152,113.167664,0.01280692,100,1,479.25,0.47925,132.188657,0.017473841
413,97.02381,0.9702381,250.552,0.250552,63.609628,0.004046185,100,1,552.666667,0.552666667,162.235706,0.026320424
414,97.02381,0.9702381,254.706349,0.254706349,57.144318,0.003265473,100,1,365,0.365,36.115975,0.001304364
415,98.809524,0.98809524,319.174603,0.319174603,79.481125,0.006317249,98.412698,0.98412698,472.833333,0.472833333,101.160389,0.010233424
416,98.214286,0.98214286,295.468254,0.295468254,61.162824,0.003740891,98.412698,0.98412698,522.545455,0.522545455,301.776528,0.091069073
417,98.809524,0.98809524,283.444444,0.283444444,50.243178,0.002524377,100,1,425.416667,0.425416667,106.064696,0.01124972
418,,0,,0,,0,,0,,0,,0
419,96.428571,0.96428571,246.746032,0.246746032,66.807537,0.004463247,95.238095,0.95238095,430.818182,0.430818182,112.786363,0.012720764
420,,0,,0,,0,,0,,0,,0
421,97.02381,0.9702381,312.174603,0.312174603,66.75832,0.004456673,95.238095,0.95238095,477.833333,0.477833333,224.966597,0.05060997
422,94.047619,0.94047619,276.555556,0.276555556,73.606256,0.005417881,96.825397,0.96825397,489.363636,0.489363636,67.785356,0.004594854
423,99.404762,0.99404762,284.753968,0.284753968,51.94885,0.002698683,100,1,541.5,0.5415,313.065053,0.098009727
424,97.619048,0.97619048,296.238095,0.296238095,84.572376,0.007152487,95.238095,0.95238095,356.090909,0.356090909,105.894716,0.011213691
425,,0,,0,,0,,0,,0,,0
426,,0,,0,,0,,0,,0,,0
427,98.809524,0.98809524,287.079365,0.287079365,82.428306,0.006794426,98.412698,0.98412698,327.333333,0.327333333,44.223263,0.001955697
428,97.02381,0.9702381,319.496,0.319496,78.912122,0.006227123,98.412698,0.98412698,453.5,0.4535,139.720175,0.019521727
429,93.452381,0.93452381,310.952381,0.310952381,144.875939,0.020989038,100,1,563.916667,0.563916667,172.053088,0.029602265
430,89.285714,0.89285714,386.777778,0.386777778,256.731582,0.065911105,95.238095,0.95238095,852.083333,0.852083333,359.605961,0.129316447
431,,0,,0,,0,,0,,0,,0
432,,0,,0,,0,,0,,0,,0
433,96.428571,0.96428571,266.544,0.266544,88.147741,0.007770024,98.412698,0.98412698,530.416667,0.530416667,135.975572,0.018489356
434,99.404762,0.99404762,302.380952,0.302380952,87.681684,0.007688078,100,1,485.666667,0.485666667,64.849943,0.004205515
435,,0,,0,,0,,0,,0,,0
436,,0,,0,,0,,0,,0,,0
437,94.642857,0.94642857,210.119048,0.210119048,77.472122,0.00600193,100,1,487.916667,0.487916667,130.156869,0.016940811
438,98.214286,0.98214286,283.666667,0.283666667,62.891526,0.003955344,98.412698,0.98412698,428,0.428,123.060961,0.015144
439,94.642857,0.94642857,276.145161,0.276145161,98.434964,0.009689442,95.238095,0.95238095,742.9,0.7429,501.079379,0.251080544
440,100,1,308.436508,0.308436508,65.742467,0.004322072,100,1,584.416667,0.584416667,154.131265,0.023756447
441,92.857143,0.92857143,420.564103,0.420564103,198.725308,0.039491748,79.365079,0.79365079,,0,,0
442,97.619048,0.97619048,291.544,0.291544,69.518564,0.004832831,100,1,454.583333,0.454583333,78.340119,0.006137174
443,91.666667,0.91666667,337.949153,0.337949153,139.585825,0.019484203,88.888889,0.88888889,840.727273,0.840727273,519.330741,0.269704419
444,96.428571,0.96428571,307.761905,0.307761905,145.192641,0.021080903,96.825397,0.96825397,545.909091,0.545909091,178.027781,0.031693891
445,95.833333,0.95833333,272.238095,0.272238095,112.85562,0.012736391,96.825397,0.96825397,411.416667,0.411416667,106.874147,0.011422083
446,96.428571,0.96428571,284.833333,0.284833333,59.559819,0.003547372,96.825397,0.96825397,628.181818,0.628181818,55.443337,0.003073964
447,100,1,333.015873,0.333015873,47.77296,0.002282256,100,1,486.5,0.4865,188.33698,0.035470818
448,97.02381,0.9702381,292.380952,0.292380952,74.366751,0.005530414,68.253968,0.68253968,512.181818,0.512181818,118.42535,0.014024564
449,,0,,0,,0,,0,,0,,0
450,,0,,0,,0,,0,,0,,0
451,96.428571,0.96428571,235.888889,0.235888889,93.012964,0.008651411,95.238095,0.95238095,635.454545,0.635454545,188.103357,0.035382873
452,,0,,0,,0,,0,,0,,0
453,95.833333,0.95833333,222.984,0.222984,88.169282,0.007773822,98.412698,0.98412698,410.5,0.4105,72.652973,0.005278454
454,96.428571,0.96428571,286.007937,0.286007937,126.729917,0.016060472,98.412698,0.98412698,358.272727,0.358272727,67.055337,0.004496418
455,,0,,0,,0,,0,,0,,0
456,97.619048,0.97619048,274.404762,0.274404762,81.687226,0.006672803,95.238095,0.95238095,459.545455,0.459545455,120.417909,0.014500473
457,98.809524,0.98809524,281.230159,0.281230159,56.041865,0.003140691,88.888889,0.88888889,442.181818,0.442181818,70.353135,0.004949564
458,95.238095,0.95238095,252.071429,0.252071429,56.856476,0.003232659,93.650794,0.93650794,431.454545,0.431454545,193.617336,0.037487673
459,89.285714,0.89285714,282.765217,0.282765217,157.064426,0.024669234,95.238095,0.95238095,497.111111,0.497111111,173.325881,0.030041861
460,,0,,0,,0,,0,,0,,0
461,89.880952,0.89880952,365.893805,0.365893805,120.577284,0.014538881,57.142857,0.57142857,560.8,0.5608,447.922067,0.200634178
462,97.619048,0.97619048,290.784,0.290784,88.773869,0.0078808,100,1,415.75,0.41575,126.365361,0.015968204
463,,0,,0,,0,,0,,0,,0
464,98.214286,0.98214286,300.595238,0.300595238,72.266859,0.005222499,95.238095,0.95238095,412.4,0.4124,101.731892,0.010349378
465,,0,,0,,0,,0,,0,,0
466,97.02381,0.9702381,252.865079,0.252865079,85.600313,0.007327414,100,1,514,0.514,167.308642,0.027992182
467,,0,,0,,0,,0,,0,,0
468,,0,,0,,0,,0,,0,,0
469,97.619048,0.97619048,271.436508,0.271436508,65.654428,0.004310504,98.412698,0.98412698,476.666667,0.476666667,97.762545,0.009557515
470,98.214286,0.98214286,248.02381,0.24802381,83.083039,0.006902791,82.539683,0.82539683,584.333333,0.584333333,69.06036,0.004769333
471,,0,,0,,0,,0,,0,,0
472,95.238095,0.95238095,357.53719,0.35753719,239.648355,0.057431334,95.238095,0.95238095,547.1,0.5471,126.114102,0.015904767
473,96.428571,0.96428571,264.428571,0.264428571,83.187156,0.006920103,77.777778,0.77777778,532.545455,0.532545455,175.992252,0.030973273
474,,0,,0,,0,,0,,0,,0
475,,0,,0,,0,,0,,0,,0
476,90.47619,0.9047619,231.822034,0.231822034,179.038249,0.032054695,95.238095,0.95238095,516.583333,0.516583333,306.605005,0.094006629
477,95.833333,0.95833333,267.079365,0.267079365,76.373566,0.005832922,80.952381,0.80952381,966,0.966,,0
478,97.02381,0.9702381,300.984,0.300984,79.265681,0.006283048,100,1,608.333333,0.608333333,194.322288,0.037761152
479,98.214286,0.98214286,285.674603,0.285674603,73.429022,0.005391821,96.825397,0.96825397,705.363636,0.705363636,302.353526,0.091417655
480,,0,,0,,0,,0,,0,,0
481,,0,,0,,0,,0,,0,,0
482,97.02381,0.9702381,298.68254,0.29868254,85.838514,0.00736825,98.412698,0.98412698,634.818182,0.634818182,186.475102,0.034772964
483,98.809524,0.98809524,282.793651,0.282793651,74.957835,0.005618677,100,1,539.166667,0.539166667,125.592294,0.015773424
484,,0,,0,,0,,0,,0,,0
485,96.428571,0.96428571,293.214286,0.293214286,159.702854,0.025505002,85.714286,0.85714286,508.285714,0.508285714,380.983689,0.145148571
486,98.809524,0.98809524,326.872,0.326872,130.362211,0.016994306,,0,,0,,0
487,96.428571,0.96428571,250.443548,0.250443548,96.082138,0.009231777,95.238095,0.95238095,427.75,0.42775,152.532634,0.023266204
488,32.142857,0.32142857,194.05,0.19405,197.594341,0.039043524,,0,,0,,0
489,99.404762,0.99404762,319.706349,0.319706349,83.147105,0.006913441,96.825397,0.96825397,803.3,0.8033,114.329981,0.013071345
490,93.452381,0.93452381,243.722222,0.243722222,148.292071,0.021990538,100,1,503.666667,0.503666667,152.066572,0.023124242
491,93.452381,0.93452381,314.868852,0.314868852,113.523868,0.012887669,79.365079,0.79365079,643.444444,0.643444444,201.049192,0.040420778
492,,0,,0,,0,,0,,0,,0
493,95.238095,0.95238095,264.756098,0.264756098,159.447373,0.025423465,100,1,337.583333,0.337583333,46.986378,0.00220772
494,98.809524,0.98809524,306.468254,0.306468254,69.271141,0.004798491,100,1,548.083333,0.548083333,152.566801,0.023276629
495,98.214286,0.98214286,265.206349,0.265206349,68.263527,0.004659909,100,1,492.666667,0.492666667,87.171027,0.007598788
496,91.666667,0.91666667,234.290323,0.234290323,116.395372,0.013547883,26.984127,0.26984127,500.272727,0.500272727,105.109553,0.011048018
497,95.833333,0.95833333,282.52381,0.28252381,85.56707,0.007321723,98.412698,0.98412698,533.166667,0.533166667,102.145025,0.010433606
498,,0,,0,,0,,0,,0,,0
499,91.666667,0.91666667,322.630252,0.322630252,125.905726,0.015852252,95.238095,0.95238095,569.111111,0.569111111,197.819011,0.039132361
500,97.02381,0.9702381,296.309524,0.296309524,76.551103,0.005860071,90.47619,0.9047619,318.888889,0.318888889,30.681609,0.000941361
501,100,1,289.031746,0.289031746,52.760582,0.002783679,100,1,414,0.414,43.722264,0.001911636
502,98.809524,0.98809524,239.079365,0.239079365,74.559142,0.005559066,95.238095,0.95238095,443.909091,0.443909091,182.094181,0.033158291
503,,0,,0,,0,,0,,0,,0
504,,0,,0,,0,,0,,0,,0
505,,0,,0,,0,,0,,0,,0
506,94.642857,0.94642857,275.484127,0.275484127,114.014998,0.01299942,98.412698,0.98412698,528.916667,0.528916667,148.162968,0.021952265
